created_at,entry_id,field1,field2,field3,field4
2023-07-26T00:11:00+0100,23,2023-07-26T00:11:00+0100,20.705349,14.369169,1053.649406
2023-07-26T00:11:30+0100,24,2023-07-26T00:11:30+0100,37.424479,94.125262,1277.800726
2023-07-26T00:12:00+0100,25,2023-07-26T00:12:00+0100,24.730812,19.672043,734.215094
2023-07-26T00:12:30+0100,26,2023-07-26T00:12:30+0100,16.040693,63.96757,701.925026
2023-07-26T00:13:00+0100,27,2023-07-26T00:13:00+0100,32.334946,68.923596,720.768379
2023-07-26T00:13:30+0100,28,2023-07-26T00:13:30+0100,19.182062,14.910345,1244.263108
2023-07-26T00:14:00+0100,29,2023-07-26T00:14:00+0100,29.920587,22.145498,1112.107312
2023-07-26T00:14:30+0100,30,2023-07-26T00:14:30+0100,20.622268,21.915524,356.247722
2023-07-26T00:15:00+0100,31,2023-07-26T00:15:00+0100,39.993478,29.399344,703.304893
2023-07-26T00:15:30+0100,32,2023-07-26T00:15:30+0100,17.413019,54.866475,536.745348
2023-07-26T00:16:00+0100,33,2023-07-26T00:16:00+0100,37.20043,46.565807,306.865904
2023-07-26T00:16:30+0100,34,2023-07-26T00:16:30+0100,17.730285,80.168058,800.554777
2023-07-26T00:17:00+0100,35,2023-07-26T00:17:00+0100,10.583272,34.996677,558.4984
2023-07-26T00:17:30+0100,36,2023-07-26T00:17:30+0100,19.192062,64.394637,945.960394
2023-07-26T00:18:00+0100,37,2023-07-26T00:18:00+0100,38.598634,58.840388,1338.311999
2023-07-26T00:18:30+0100,38,2023-07-26T00:18:30+0100,19.868846,21.396721,1259.873207
2023-07-26T00:19:00+0100,39,2023-07-26T00:19:00+0100,14.167211,18.753115,791.727983
2023-07-26T00:19:30+0100,40,2023-07-26T00:19:30+0100,16.054069,60.416215,851.541375
2023-07-26T00:20:00+0100,41,2023-07-26T00:20:00+0100,39.911208,13.026841,1104.558543
2023-07-26T00:20:30+0100,42,2023-07-26T00:20:30+0100,30.785566,12.27739,1242.144584
2023-07-26T00:21:00+0100,43,2023-07-26T00:21:00+0100,38.997129,52.80834,889.231628
2023-07-26T00:21:30+0100,44,2023-07-26T00:21:30+0100,11.180309,51.055287,920.634597
2023-07-26T00:22:00+0100,45,2023-07-26T00:22:00+0100,33.914725,10.824652,1020.494806
2023-07-26T00:22:30+0100,46,2023-07-26T00:22:30+0100,24.643488,48.559462,1236.004004
2023-07-26T00:23:00+0100,47,2023-07-26T00:23:00+0100,31.455993,87.676349,431.361463
2023-07-26T00:23:30+0100,48,2023-07-26T00:23:30+0100,24.5674,98.34528,737.157333
2023-07-26T00:24:00+0100,49,2023-07-26T00:24:00+0100,21.311081,59.747392,562.638912
2023-07-26T00:24:30+0100,50,2023-07-26T00:24:30+0100,25.607798,82.235508,1080.989874
2023-07-26T00:25:00+0100,51,2023-07-26T00:25:00+0100,26.992285,31.501301,514.413036
2023-07-26T00:25:30+0100,52,2023-07-26T00:25:30+0100,22.228881,25.98584,1039.639701
2023-07-26T00:26:00+0100,53,2023-07-26T00:26:00+0100,34.873058,13.668663,859.81393
2023-07-26T00:26:30+0100,54,2023-07-26T00:26:30+0100,19.437706,38.321628,750.74844
2023-07-26T00:27:00+0100,55,2023-07-26T00:27:00+0100,35.346946,80.022434,418.559018
2023-07-26T00:27:30+0100,56,2023-07-26T00:27:30+0100,30.357059,48.237135,339.109149
2023-07-26T00:28:00+0100,57,2023-07-26T00:28:00+0100,15.079634,10.429266,964.318541
2023-07-26T00:28:30+0100,58,2023-07-26T00:28:30+0100,30.757768,79.504614,1124.674456
2023-07-26T00:29:00+0100,59,2023-07-26T00:29:00+0100,38.81436,92.919562,517.344328
2023-07-26T00:29:30+0100,60,2023-07-26T00:29:30+0100,19.663188,59.338352,573.624794
2023-07-26T00:30:00+0100,61,2023-07-26T00:30:00+0100,10.599404,29.102617,480.418791
2023-07-26T00:30:30+0100,62,2023-07-26T00:30:30+0100,27.267701,34.807952,884.330231
2023-07-26T00:31:00+0100,63,2023-07-26T00:31:00+0100,21.132462,98.672619,567.720853
2023-07-26T00:31:30+0100,64,2023-07-26T00:31:30+0100,20.05304,42.522432,836.805572
2023-07-26T00:32:00+0100,65,2023-07-26T00:32:00+0100,38.174163,57.183085,758.45584
2023-07-26T00:32:30+0100,66,2023-07-26T00:32:30+0100,39.324039,50.63901,897.27064
2023-07-26T00:33:00+0100,67,2023-07-26T00:33:00+0100,12.107888,54.618718,1088.257833
2023-07-26T00:33:30+0100,68,2023-07-26T00:33:30+0100,24.883527,22.89775,601.487442
2023-07-26T00:34:00+0100,69,2023-07-26T00:34:00+0100,39.830111,11.241953,752.625767
2023-07-26T00:34:30+0100,70,2023-07-26T00:34:30+0100,21.482594,36.321327,319.503217
2023-07-26T00:35:00+0100,71,2023-07-26T00:35:00+0100,11.826466,54.120039,785.577391
2023-07-26T00:35:30+0100,72,2023-07-26T00:35:30+0100,21.608563,64.947975,721.203185
2023-07-26T00:36:00+0100,73,2023-07-26T00:36:00+0100,35.561986,49.161127,862.820342
2023-07-26T00:36:30+0100,74,2023-07-26T00:36:30+0100,36.152802,19.440245,342.823169
2023-07-26T00:37:00+0100,75,2023-07-26T00:37:00+0100,26.547903,16.064934,633.501393
2023-07-26T00:37:30+0100,76,2023-07-26T00:37:30+0100,15.265641,76.011398,1206.67853
2023-07-26T00:38:00+0100,77,2023-07-26T00:38:00+0100,16.992676,84.6922,621.363102
2023-07-26T00:38:30+0100,78,2023-07-26T00:38:30+0100,34.860033,47.694496,501.278984
2023-07-26T00:39:00+0100,79,2023-07-26T00:39:00+0100,33.405829,39.714224,1136.668918
2023-07-26T00:39:30+0100,80,2023-07-26T00:39:30+0100,11.929026,23.653313,1081.408206
2023-07-26T00:40:00+0100,81,2023-07-26T00:40:00+0100,33.271854,68.784899,885.203046
2023-07-26T00:40:30+0100,82,2023-07-26T00:40:30+0100,32.863751,17.322276,654.019177
2023-07-26T00:41:00+0100,83,2023-07-26T00:41:00+0100,11.327229,76.62976,1153.137727
2023-07-26T00:41:30+0100,84,2023-07-26T00:41:30+0100,12.898725,43.272104,623.333417
2023-07-26T00:42:00+0100,85,2023-07-26T00:42:00+0100,28.751016,65.138078,440.622261
2023-07-26T00:42:30+0100,86,2023-07-26T00:42:30+0100,23.087164,70.679627,1036.992292
2023-07-26T00:43:00+0100,87,2023-07-26T00:43:00+0100,29.205516,80.90339,648.60229
2023-07-26T00:43:30+0100,88,2023-07-26T00:43:30+0100,35.145418,66.828094,449.692385
2023-07-26T00:44:00+0100,89,2023-07-26T00:44:00+0100,20.51251,65.156176,875.08852
2023-07-26T00:44:30+0100,90,2023-07-26T00:44:30+0100,10.83856,34.336151,854.800387
2023-07-26T00:45:00+0100,91,2023-07-26T00:45:00+0100,19.6292,98.034456,891.65794
2023-07-26T00:45:30+0100,92,2023-07-26T00:45:30+0100,21.003625,76.173319,659.828608
2023-07-26T00:46:00+0100,93,2023-07-26T00:46:00+0100,13.040586,62.391053,435.253542
2023-07-26T00:46:30+0100,94,2023-07-26T00:46:30+0100,17.058586,29.425786,1364.738637
2023-07-26T00:47:00+0100,95,2023-07-26T00:47:00+0100,33.416618,45.952607,1105.748212
2023-07-26T00:47:30+0100,96,2023-07-26T00:47:30+0100,38.734054,12.130003,564.080237
2023-07-26T00:48:00+0100,97,2023-07-26T00:48:00+0100,36.250192,18.366985,722.438387
2023-07-26T00:48:30+0100,98,2023-07-26T00:48:30+0100,15.551495,80.5639,1272.260563
2023-07-26T00:49:00+0100,99,2023-07-26T00:49:00+0100,24.881031,64.264807,1051.532759
2023-07-26T00:49:30+0100,100,2023-07-26T00:49:30+0100,34.646494,67.611649,982.643541
2023-07-26T00:50:00+0100,101,2023-07-26T00:50:00+0100,30.331678,58.522623,623.819513
2023-07-26T00:50:30+0100,102,2023-07-26T00:50:30+0100,27.684989,70.109974,1235.724447
2023-07-26T00:51:00+0100,103,2023-07-26T00:51:00+0100,31.112291,73.056634,1303.189163
2023-07-26T00:51:30+0100,104,2023-07-26T00:51:30+0100,36.183889,25.975114,307.851789
2023-07-26T00:52:00+0100,105,2023-07-26T00:52:00+0100,34.311164,87.75236,852.455941
2023-07-26T00:52:30+0100,106,2023-07-26T00:52:30+0100,19.736831,25.033537,896.418501
2023-07-26T00:53:00+0100,107,2023-07-26T00:53:00+0100,13.117067,56.636499,992.875956
2023-07-26T00:53:30+0100,108,2023-07-26T00:53:30+0100,36.7322,34.56035,776.684762
2023-07-26T00:54:00+0100,109,2023-07-26T00:54:00+0100,17.363605,22.147482,847.111124
2023-07-26T00:54:30+0100,110,2023-07-26T00:54:30+0100,15.409974,14.630627,409.020906
2023-07-26T00:55:00+0100,111,2023-07-26T00:55:00+0100,16.767208,14.955301,376.410325
2023-07-26T00:55:30+0100,112,2023-07-26T00:55:30+0100,38.19767,87.877246,806.326331
2023-07-26T00:56:00+0100,113,2023-07-26T00:56:00+0100,18.284168,81.450235,916.500453
2023-07-26T00:56:30+0100,114,2023-07-26T00:56:30+0100,33.351039,18.349846,305.744439
2023-07-26T00:57:00+0100,115,2023-07-26T00:57:00+0100,26.557202,98.559498,643.122411
2023-07-26T00:57:30+0100,116,2023-07-26T00:57:30+0100,18.128826,92.536751,440.019321
2023-07-26T00:58:00+0100,117,2023-07-26T00:58:00+0100,15.877261,73.542548,925.22827
2023-07-26T00:58:30+0100,118,2023-07-26T00:58:30+0100,24.213688,70.460282,578.020861
2023-07-26T00:59:00+0100,119,2023-07-26T00:59:00+0100,18.833081,20.179123,427.398004
2023-07-26T00:59:30+0100,120,2023-07-26T00:59:30+0100,29.688701,47.999826,1292.109548
2023-07-26T01:00:00+0100,121,2023-07-26T01:00:00+0100,39.917097,10.433904,709.022977
2023-07-26T01:00:30+0100,122,2023-07-26T01:00:30+0100,17.794863,81.505772,942.66483
2023-07-26T01:01:00+0100,123,2023-07-26T01:01:00+0100,26.068313,59.36263,1043.344172
2023-07-26T01:01:30+0100,124,2023-07-26T01:01:30+0100,26.571168,62.72192,787.059131
2023-07-26T01:02:00+0100,125,2023-07-26T01:02:00+0100,29.48756,63.388746,379.385497
2023-07-26T01:02:30+0100,126,2023-07-26T01:02:30+0100,19.182442,54.590389,327.212986
2023-07-26T01:03:00+0100,127,2023-07-26T01:03:00+0100,25.303104,54.26846,819.474519
2023-07-26T01:03:30+0100,128,2023-07-26T01:03:30+0100,25.628098,82.772179,811.212995
2023-07-26T01:04:00+0100,129,2023-07-26T01:04:00+0100,17.592428,26.148482,1143.361147
2023-07-26T01:04:30+0100,130,2023-07-26T01:04:30+0100,38.409507,80.621208,365.965016
2023-07-26T01:05:00+0100,131,2023-07-26T01:05:00+0100,34.99125,12.685165,393.593662
2023-07-26T01:05:30+0100,132,2023-07-26T01:05:30+0100,25.268961,38.433109,1299.830651
2023-07-26T01:06:00+0100,133,2023-07-26T01:06:00+0100,15.575682,11.728681,970.634895
2023-07-26T01:06:30+0100,134,2023-07-26T01:06:30+0100,26.183233,54.276351,989.833054
2023-07-26T01:07:00+0100,135,2023-07-26T01:07:00+0100,22.293336,48.580281,996.784049
2023-07-26T01:07:30+0100,136,2023-07-26T01:07:30+0100,32.871553,56.352778,828.715888
2023-07-26T01:08:00+0100,137,2023-07-26T01:08:00+0100,17.6592,81.72794,699.571705
2023-07-26T01:08:30+0100,138,2023-07-26T01:08:30+0100,11.004501,22.24741,1183.226802
2023-07-26T01:09:00+0100,139,2023-07-26T01:09:00+0100,17.449812,56.540692,1022.949448
2023-07-26T01:09:30+0100,140,2023-07-26T01:09:30+0100,17.071454,29.955667,1097.19114
2023-07-26T01:10:00+0100,141,2023-07-26T01:10:00+0100,17.546781,12.985683,324.972473
2023-07-26T01:10:30+0100,142,2023-07-26T01:10:30+0100,19.565971,56.785301,830.026108
2023-07-26T01:11:00+0100,143,2023-07-26T01:11:00+0100,15.801349,44.556603,1092.131157
2023-07-26T01:11:30+0100,144,2023-07-26T01:11:30+0100,16.262012,53.758543,509.436753
2023-07-26T01:12:00+0100,145,2023-07-26T01:12:00+0100,24.345092,83.11113,894.634394
2023-07-26T01:12:30+0100,146,2023-07-26T01:12:30+0100,19.582792,36.487669,945.9968
2023-07-26T01:13:00+0100,147,2023-07-26T01:13:00+0100,30.506797,72.575843,411.38688
2023-07-26T01:13:30+0100,148,2023-07-26T01:13:30+0100,37.415048,46.039245,703.523354
2023-07-26T01:14:00+0100,149,2023-07-26T01:14:00+0100,25.606713,61.510737,776.139734
2023-07-26T01:14:30+0100,150,2023-07-26T01:14:30+0100,22.243905,81.421655,1321.528613
2023-07-26T01:15:00+0100,151,2023-07-26T01:15:00+0100,32.633833,54.581359,471.596683
2023-07-26T01:15:30+0100,152,2023-07-26T01:15:30+0100,10.096824,34.054631,1398.059373
2023-07-26T01:16:00+0100,153,2023-07-26T01:16:00+0100,17.303912,12.221197,944.724449
2023-07-26T01:16:30+0100,154,2023-07-26T01:16:30+0100,11.675739,65.984316,986.752718
2023-07-26T01:17:00+0100,155,2023-07-26T01:17:00+0100,30.101093,66.935845,742.181522
2023-07-26T01:17:30+0100,156,2023-07-26T01:17:30+0100,21.151728,92.466503,871.84658
2023-07-26T01:18:00+0100,157,2023-07-26T01:18:00+0100,33.850528,25.834931,1024.311306
2023-07-26T01:18:30+0100,158,2023-07-26T01:18:30+0100,24.764035,79.990053,405.66874
2023-07-26T01:19:00+0100,159,2023-07-26T01:19:00+0100,29.059823,40.367976,1149.536279
2023-07-26T01:19:30+0100,160,2023-07-26T01:19:30+0100,20.12195,58.234733,1180.654218
2023-07-26T01:20:00+0100,161,2023-07-26T01:20:00+0100,19.709651,19.903094,858.275343
2023-07-26T01:20:30+0100,162,2023-07-26T01:20:30+0100,27.640657,64.231682,1278.314936
2023-07-26T01:21:00+0100,163,2023-07-26T01:21:00+0100,11.456905,79.880977,601.214747
2023-07-26T01:21:30+0100,164,2023-07-26T01:21:30+0100,11.579271,76.96419,1276.671086
2023-07-26T01:22:00+0100,165,2023-07-26T01:22:00+0100,13.348953,31.097955,655.937701
2023-07-26T01:22:30+0100,166,2023-07-26T01:22:30+0100,31.143882,82.379337,1327.628884
2023-07-26T01:23:00+0100,167,2023-07-26T01:23:00+0100,36.862389,11.632961,1204.804745
2023-07-26T01:23:30+0100,168,2023-07-26T01:23:30+0100,35.61433,69.906681,805.556245
2023-07-26T01:24:00+0100,169,2023-07-26T01:24:00+0100,14.749556,32.050019,341.472449
2023-07-26T01:24:30+0100,170,2023-07-26T01:24:30+0100,30.232619,37.134964,1282.530454
2023-07-26T01:25:00+0100,171,2023-07-26T01:25:00+0100,25.984969,45.233855,697.640118
2023-07-26T01:25:30+0100,172,2023-07-26T01:25:30+0100,22.413059,39.00896,1234.777944
2023-07-26T01:26:00+0100,173,2023-07-26T01:26:00+0100,18.01925,60.171075,1265.431483
2023-07-26T01:26:30+0100,174,2023-07-26T01:26:30+0100,10.077717,34.065547,1201.580829
2023-07-26T01:27:00+0100,175,2023-07-26T01:27:00+0100,28.995897,17.018756,1288.095312
2023-07-26T01:27:30+0100,176,2023-07-26T01:27:30+0100,29.380864,47.812769,999.017611
2023-07-26T01:28:00+0100,177,2023-07-26T01:28:00+0100,16.018864,65.250097,733.935234
2023-07-26T01:28:30+0100,178,2023-07-26T01:28:30+0100,13.003049,17.393415,707.802266
2023-07-26T01:29:00+0100,179,2023-07-26T01:29:00+0100,25.004703,73.037089,1192.109232
2023-07-26T01:29:30+0100,180,2023-07-26T01:29:30+0100,30.108207,91.370751,1247.973374
2023-07-26T01:30:00+0100,181,2023-07-26T01:30:00+0100,26.519989,77.967311,1149.121611
2023-07-26T01:30:30+0100,182,2023-07-26T01:30:30+0100,29.999682,23.551424,318.974852
2023-07-26T01:31:00+0100,183,2023-07-26T01:31:00+0100,14.175233,20.341179,519.748697
2023-07-26T01:31:30+0100,184,2023-07-26T01:31:30+0100,21.390147,24.159238,1182.741909
2023-07-26T01:32:00+0100,185,2023-07-26T01:32:00+0100,35.447199,86.16773,444.899194
2023-07-26T01:32:30+0100,186,2023-07-26T01:32:30+0100,11.635558,10.962652,755.507854
2023-07-26T01:33:00+0100,187,2023-07-26T01:33:00+0100,37.655363,89.72133,1037.813474
2023-07-26T01:33:30+0100,188,2023-07-26T01:33:30+0100,18.624026,11.320567,1070.90307
2023-07-26T01:34:00+0100,189,2023-07-26T01:34:00+0100,29.138659,50.277837,608.563358
2023-07-26T01:34:30+0100,190,2023-07-26T01:34:30+0100,26.748623,71.785999,944.589924
2023-07-26T01:35:00+0100,191,2023-07-26T01:35:00+0100,27.126476,89.945755,1145.471898
2023-07-26T01:35:30+0100,192,2023-07-26T01:35:30+0100,31.849353,43.549345,865.650193
2023-07-26T01:36:00+0100,193,2023-07-26T01:36:00+0100,10.625148,30.957933,1214.83103
2023-07-26T01:36:30+0100,194,2023-07-26T01:36:30+0100,17.389027,94.796579,678.921153
2023-07-26T01:37:00+0100,195,2023-07-26T01:37:00+0100,12.305142,34.482429,917.181819
2023-07-26T01:37:30+0100,196,2023-07-26T01:37:30+0100,26.154397,39.089203,1341.964603
2023-07-26T01:38:00+0100,197,2023-07-26T01:38:00+0100,38.201797,72.130337,492.487444
2023-07-26T01:38:30+0100,198,2023-07-26T01:38:30+0100,39.692004,51.286486,841.924095
2023-07-26T01:39:00+0100,199,2023-07-26T01:39:00+0100,17.527763,13.12605,1052.304851
2023-07-26T01:39:30+0100,200,2023-07-26T01:39:30+0100,26.872835,77.937489,739.553024
2023-07-26T01:40:00+0100,201,2023-07-26T01:40:00+0100,12.831831,95.566057,627.739337
2023-07-26T01:40:30+0100,202,2023-07-26T01:40:30+0100,24.440563,48.059965,1234.943141
2023-07-26T01:41:00+0100,203,2023-07-26T01:41:00+0100,14.9296,51.428354,1344.293561
2023-07-26T01:41:30+0100,204,2023-07-26T01:41:30+0100,21.573526,73.006704,750.509995
2023-07-26T01:42:00+0100,205,2023-07-26T01:42:00+0100,35.022511,10.092931,1310.320066
2023-07-26T01:42:30+0100,206,2023-07-26T01:42:30+0100,19.970152,97.476569,887.823747
2023-07-26T01:43:00+0100,207,2023-07-26T01:43:00+0100,11.382901,23.597651,1308.078646
2023-07-26T01:43:30+0100,208,2023-07-26T01:43:30+0100,31.07361,68.030729,1230.454962
2023-07-26T01:44:00+0100,209,2023-07-26T01:44:00+0100,32.339534,64.267669,1095.430255
2023-07-26T01:44:30+0100,210,2023-07-26T01:44:30+0100,14.792762,35.984206,981.15449
2023-07-26T01:45:00+0100,211,2023-07-26T01:45:00+0100,25.831258,81.32893,846.18508
2023-07-26T01:45:30+0100,212,2023-07-26T01:45:30+0100,28.288864,75.585799,1074.336976
2023-07-26T01:46:00+0100,213,2023-07-26T01:46:00+0100,12.787452,98.275037,385.112274
2023-07-26T01:46:30+0100,214,2023-07-26T01:46:30+0100,33.045584,42.204341,566.474465
2023-07-26T01:47:00+0100,215,2023-07-26T01:47:00+0100,30.235611,44.727165,513.836782
2023-07-26T01:47:30+0100,216,2023-07-26T01:47:30+0100,34.195398,77.69798,1174.993352
2023-07-26T01:48:00+0100,217,2023-07-26T01:48:00+0100,18.956616,92.843092,534.914645
2023-07-26T01:48:30+0100,218,2023-07-26T01:48:30+0100,18.183391,63.348026,1192.166999
2023-07-26T01:49:00+0100,219,2023-07-26T01:49:00+0100,12.648454,84.032984,1242.098533
2023-07-26T01:49:30+0100,220,2023-07-26T01:49:30+0100,14.530361,87.410111,1114.865744
2023-07-26T01:50:00+0100,221,2023-07-26T01:50:00+0100,14.718987,46.939938,839.918196
2023-07-26T01:50:30+0100,222,2023-07-26T01:50:30+0100,31.223495,55.142305,408.019645
2023-07-26T01:51:00+0100,223,2023-07-26T01:51:00+0100,25.110957,83.97642,1327.37876
2023-07-26T01:51:30+0100,224,2023-07-26T01:51:30+0100,26.248777,62.010754,569.200068
2023-07-26T01:52:00+0100,225,2023-07-26T01:52:00+0100,36.374851,75.913487,698.297308
2023-07-26T01:52:30+0100,226,2023-07-26T01:52:30+0100,10.292651,54.417189,934.52716
2023-07-26T01:53:00+0100,227,2023-07-26T01:53:00+0100,20.444622,88.753445,1291.815759
2023-07-26T01:53:30+0100,228,2023-07-26T01:53:30+0100,34.698959,27.200154,584.212388
2023-07-26T01:54:00+0100,229,2023-07-26T01:54:00+0100,28.67011,72.18288,1303.708887
2023-07-26T01:54:30+0100,230,2023-07-26T01:54:30+0100,19.957596,62.723921,524.339257
2023-07-26T01:55:00+0100,231,2023-07-26T01:55:00+0100,16.179568,45.497586,1115.760577
2023-07-26T01:55:30+0100,232,2023-07-26T01:55:30+0100,12.8133,75.373679,474.846646
2023-07-26T01:56:00+0100,233,2023-07-26T01:56:00+0100,21.197825,97.470534,815.537794
2023-07-26T01:56:30+0100,234,2023-07-26T01:56:30+0100,25.524737,88.345733,1217.375599
2023-07-26T01:57:00+0100,235,2023-07-26T01:57:00+0100,11.587172,30.521451,1023.690379
2023-07-26T01:57:30+0100,236,2023-07-26T01:57:30+0100,21.987794,75.16922,1125.266925
2023-07-26T01:58:00+0100,237,2023-07-26T01:58:00+0100,14.341538,52.641079,1384.27968
2023-07-26T01:58:30+0100,238,2023-07-26T01:58:30+0100,22.843291,33.250509,1227.213721
2023-07-26T01:59:00+0100,239,2023-07-26T01:59:00+0100,37.955525,32.343799,644.791097
2023-07-26T01:59:30+0100,240,2023-07-26T01:59:30+0100,26.956209,72.07572,380.884312
2023-07-26T02:00:00+0100,241,2023-07-26T02:00:00+0100,36.706273,16.626263,906.838899
2023-07-26T02:00:30+0100,242,2023-07-26T02:00:30+0100,24.577038,75.590851,582.437974
2023-07-26T02:01:00+0100,243,2023-07-26T02:01:00+0100,15.604901,80.468325,882.34603
2023-07-26T02:01:30+0100,244,2023-07-26T02:01:30+0100,31.059086,28.077774,968.010243
2023-07-26T02:02:00+0100,245,2023-07-26T02:02:00+0100,16.066781,59.921678,1284.965993
2023-07-26T02:02:30+0100,246,2023-07-26T02:02:30+0100,27.565228,85.373096,614.135147
2023-07-26T02:03:00+0100,247,2023-07-26T02:03:00+0100,32.919549,19.092545,345.427496
2023-07-26T02:03:30+0100,248,2023-07-26T02:03:30+0100,38.894037,69.294503,556.298614
2023-07-26T02:04:00+0100,249,2023-07-26T02:04:00+0100,24.818538,61.484921,731.272108
2023-07-26T02:04:30+0100,250,2023-07-26T02:04:30+0100,26.597063,15.932489,667.396249
2023-07-26T02:05:00+0100,251,2023-07-26T02:05:00+0100,24.090832,50.288995,305.943288
2023-07-26T02:05:30+0100,252,2023-07-26T02:05:30+0100,30.608473,17.306636,553.595665
2023-07-26T02:06:00+0100,253,2023-07-26T02:06:00+0100,21.727469,11.814728,505.600427
2023-07-26T02:06:30+0100,254,2023-07-26T02:06:30+0100,22.008033,10.335484,868.212681
2023-07-26T02:07:00+0100,255,2023-07-26T02:07:00+0100,25.619223,71.417942,972.091242
2023-07-26T02:07:30+0100,256,2023-07-26T02:07:30+0100,13.230735,43.018676,385.695904
2023-07-26T02:08:00+0100,257,2023-07-26T02:08:00+0100,23.368676,64.164643,462.613493
2023-07-26T02:08:30+0100,258,2023-07-26T02:08:30+0100,36.67582,68.706028,1288.398768
2023-07-26T02:09:00+0100,259,2023-07-26T02:09:00+0100,39.714791,39.600572,779.554235
2023-07-26T02:09:30+0100,260,2023-07-26T02:09:30+0100,39.527217,42.614045,775.93271
2023-07-26T02:10:00+0100,261,2023-07-26T02:10:00+0100,25.190073,69.768529,552.198965
2023-07-26T02:10:30+0100,262,2023-07-26T02:10:30+0100,25.933077,88.807812,1082.636396
2023-07-26T02:11:00+0100,263,2023-07-26T02:11:00+0100,14.17817,53.194824,1185.381559
2023-07-26T02:11:30+0100,264,2023-07-26T02:11:30+0100,35.842204,90.133676,662.230995
2023-07-26T02:12:00+0100,265,2023-07-26T02:12:00+0100,27.308616,26.880183,1082.042437
2023-07-26T02:12:30+0100,266,2023-07-26T02:12:30+0100,33.221604,55.37572,773.458934
2023-07-26T02:13:00+0100,267,2023-07-26T02:13:00+0100,28.284206,92.500601,565.745452
2023-07-26T02:13:30+0100,268,2023-07-26T02:13:30+0100,29.749653,27.254725,704.678202
2023-07-26T02:14:00+0100,269,2023-07-26T02:14:00+0100,16.784871,44.394147,850.32054
2023-07-26T02:14:30+0100,270,2023-07-26T02:14:30+0100,12.092868,60.745245,1149.207763
2023-07-26T02:15:00+0100,271,2023-07-26T02:15:00+0100,30.274688,84.943968,300.18435
2023-07-26T02:15:30+0100,272,2023-07-26T02:15:30+0100,27.734858,26.462698,608.10239
2023-07-26T02:16:00+0100,273,2023-07-26T02:16:00+0100,10.521719,16.824825,1002.399183
2023-07-26T02:16:30+0100,274,2023-07-26T02:16:30+0100,38.528868,82.679883,497.711622
2023-07-26T02:17:00+0100,275,2023-07-26T02:17:00+0100,23.667595,91.331826,791.813058
2023-07-26T02:17:30+0100,276,2023-07-26T02:17:30+0100,12.53809,54.251978,392.018616
2023-07-26T02:18:00+0100,277,2023-07-26T02:18:00+0100,29.131573,66.619787,726.871299
2023-07-26T02:18:30+0100,278,2023-07-26T02:18:30+0100,22.703545,22.351014,661.13618
2023-07-26T02:19:00+0100,279,2023-07-26T02:19:00+0100,13.885119,36.376124,570.969108
2023-07-26T02:19:30+0100,280,2023-07-26T02:19:30+0100,15.958855,76.760836,1383.186649
2023-07-26T02:20:00+0100,281,2023-07-26T02:20:00+0100,32.654082,84.301175,1015.201242
2023-07-26T02:20:30+0100,282,2023-07-26T02:20:30+0100,36.710047,39.481927,574.651521
